centroide,zone,image,label,nom_images_torchvision,segment,pred_no_euroSAT,pred_euroSAT
POINT (37.18049468996377 36.25329010349828),"POLYGON ((37.17975390858012 36.25254932581158, 37.18123547134743 36.25254932581158, 37.18123547134743 36.25403088118498, 37.17975390858012 36.25403088118498, 37.17975390858012 36.25254932581158))",alep_37.18049468996377_36.25329010349828.jpg,0,alep_5083.jpg,test,0,0
POINT (37.18197625273108 36.25329010349828),"POLYGON ((37.18123547134743 36.25254932581158, 37.18271703411474 36.25254932581158, 37.18271703411474 36.25403088118498, 37.18123547134743 36.25403088118498, 37.18123547134743 36.25254932581158))",alep_37.18197625273108_36.25329010349828.jpg,0,alep_5084.jpg,test,0,0
POINT (37.18345781549839 36.25329010349828),"POLYGON ((37.18271703411474 36.25254932581158, 37.18419859688205 36.25254932581158, 37.18419859688205 36.25403088118498, 37.18271703411474 36.25403088118498, 37.18271703411474 36.25254932581158))",alep_37.18345781549839_36.25329010349828.jpg,0,alep_5085.jpg,train,0,0
POINT (37.1849393782657 36.25329010349828),"POLYGON ((37.18419859688205 36.25254932581158, 37.18568015964936 36.25254932581158, 37.18568015964936 36.25403088118498, 37.18419859688205 36.25403088118498, 37.18419859688205 36.25254932581158))",alep_37.1849393782657_36.25329010349828.jpg,0,alep_5086.jpg,train,1,0
POINT (37.18642094103301 36.25329010349828),"POLYGON ((37.18568015964936 36.25254932581158, 37.18716172241667 36.25254932581158, 37.18716172241667 36.25403088118498, 37.18568015964936 36.25403088118498, 37.18568015964936 36.25254932581158))",alep_37.18642094103301_36.25329010349828.jpg,0,alep_5087.jpg,test,0,1
POINT (37.18790250380032 36.25329010349828),"POLYGON ((37.18716172241667 36.25254932581158, 37.18864328518398 36.25254932581158, 37.18864328518398 36.25403088118498, 37.18716172241667 36.25403088118498, 37.18716172241667 36.25254932581158))",alep_37.18790250380032_36.25329010349828.jpg,0,alep_5088.jpg,train,1,0
POINT (37.18938406656763 36.25329010349828),"POLYGON ((37.18864328518398 36.25254932581158, 37.19012484795129 36.25254932581158, 37.19012484795129 36.25403088118498, 37.18864328518398 36.25403088118498, 37.18864328518398 36.25254932581158))",alep_37.189384066567634_36.25329010349828.jpg,1,alep_5089.jpg,test,0,0
POINT (37.19086562933494 36.25329010349828),"POLYGON ((37.19012484795129 36.25254932581158, 37.1916064107186 36.25254932581158, 37.1916064107186 36.25403088118498, 37.19012484795129 36.25403088118498, 37.19012484795129 36.25254932581158))",alep_37.190865629334944_36.25329010349828.jpg,0,alep_5090.jpg,test,0,0
POINT (37.19234719210225 36.25329010349828),"POLYGON ((37.1916064107186 36.25254932581158, 37.19308797348591 36.25254932581158, 37.19308797348591 36.25403088118498, 37.1916064107186 36.25403088118498, 37.1916064107186 36.25254932581158))",alep_37.192347192102254_36.25329010349828.jpg,0,alep_5091.jpg,test,0,0
POINT (37.19382875486956 36.25329010349828),"POLYGON ((37.19308797348591 36.25254932581158, 37.19456953625322 36.25254932581158, 37.19456953625322 36.25403088118498, 37.19308797348591 36.25403088118498, 37.19308797348591 36.25254932581158))",alep_37.193828754869564_36.25329010349828.jpg,0,alep_5092.jpg,train,0,0
POINT (37.19531031763687 36.25329010349828),"POLYGON ((37.19456953625322 36.25254932581158, 37.19605109902053 36.25254932581158, 37.19605109902053 36.25403088118498, 37.19456953625322 36.25403088118498, 37.19456953625322 36.25254932581158))",alep_37.195310317636874_36.25329010349828.jpg,0,alep_5093.jpg,test,0,0
POINT (37.19679188040418 36.25329010349828),"POLYGON ((37.19605109902053 36.25254932581158, 37.19753266178784 36.25254932581158, 37.19753266178784 36.25403088118498, 37.19605109902053 36.25403088118498, 37.19605109902053 36.25254932581158))",alep_37.196791880404184_36.25329010349828.jpg,1,alep_5094.jpg,test,0,0
POINT (37.19827344317149 36.25329010349828),"POLYGON ((37.19753266178784 36.25254932581158, 37.19901422455515 36.25254932581158, 37.19901422455515 36.25403088118498, 37.19753266178784 36.25403088118498, 37.19753266178784 36.25254932581158))",alep_37.198273443171495_36.25329010349828.jpg,1,alep_5095.jpg,train,0,0
POINT (37.1997550059388 36.25329010349828),"POLYGON ((37.19901422455515 36.25254932581158, 37.20049578732246 36.25254932581158, 37.20049578732246 36.25403088118498, 37.19901422455515 36.25403088118498, 37.19901422455515 36.25254932581158))",alep_37.199755005938805_36.25329010349828.jpg,1,alep_5096.jpg,train,0,1
POINT (37.20123656870611 36.25329010349828),"POLYGON ((37.20049578732246 36.25254932581158, 37.20197735008977 36.25254932581158, 37.20197735008977 36.25403088118498, 37.20049578732246 36.25403088118498, 37.20049578732246 36.25254932581158))",alep_37.201236568706115_36.25329010349828.jpg,0,alep_5097.jpg,test,0,0
POINT (37.20271813147342 36.25329010349828),"POLYGON ((37.20197735008977 36.25254932581158, 37.20345891285708 36.25254932581158, 37.20345891285708 36.25403088118498, 37.20197735008977 36.25403088118498, 37.20197735008977 36.25254932581158))",alep_37.202718131473425_36.25329010349828.jpg,1,alep_5098.jpg,train,0,0
POINT (37.20419969424074 36.25329010349828),"POLYGON ((37.20345891285708 36.25254932581158, 37.20494047562439 36.25254932581158, 37.20494047562439 36.25403088118498, 37.20345891285708 36.25403088118498, 37.20345891285708 36.25254932581158))",alep_37.204199694240735_36.25329010349828.jpg,1,alep_5099.jpg,test,1,0
POINT (37.20568125700805 36.25329010349828),"POLYGON ((37.20494047562439 36.25254932581158, 37.2064220383917 36.25254932581158, 37.2064220383917 36.25403088118498, 37.20494047562439 36.25403088118498, 37.20494047562439 36.25254932581158))",alep_37.205681257008045_36.25329010349828.jpg,0,alep_5100.jpg,train,0,0
POINT (37.20716281977536 36.25329010349828),"POLYGON ((37.2064220383917 36.25254932581158, 37.20790360115901 36.25254932581158, 37.20790360115901 36.25403088118498, 37.2064220383917 36.25403088118498, 37.2064220383917 36.25254932581158))",alep_37.207162819775355_36.25329010349828.jpg,0,alep_5101.jpg,train,1,1
POINT (37.20864438254267 36.25329010349828),"POLYGON ((37.20790360115901 36.25254932581158, 37.20938516392632 36.25254932581158, 37.20938516392632 36.25403088118498, 37.20790360115901 36.25403088118498, 37.20790360115901 36.25254932581158))",alep_37.208644382542666_36.25329010349828.jpg,0,alep_5102.jpg,train,1,1
POINT (37.09011936115785 36.25477165887168),"POLYGON ((37.0893785797742 36.25403088118497, 37.09086014254151 36.25403088118497, 37.09086014254151 36.25551243655838, 37.0893785797742 36.25551243655838, 37.0893785797742 36.25403088118497))",alep_37.09011936115785_36.254771658871675.jpg,0,alep_5103.jpg,train,0,0
POINT (37.09160092392516 36.25477165887168),"POLYGON ((37.09086014254151 36.25403088118497, 37.09234170530882 36.25403088118497, 37.09234170530882 36.25551243655838, 37.09086014254151 36.25551243655838, 37.09086014254151 36.25403088118497))",alep_37.091600923925164_36.254771658871675.jpg,0,alep_5104.jpg,train,0,0
POINT (37.09308248669247 36.25477165887168),"POLYGON ((37.09234170530882 36.25403088118497, 37.09382326807613 36.25403088118497, 37.09382326807613 36.25551243655838, 37.09234170530882 36.25551243655838, 37.09234170530882 36.25403088118497))",alep_37.093082486692474_36.254771658871675.jpg,0,alep_5105.jpg,test,0,0
POINT (37.09456404945978 36.25477165887168),"POLYGON ((37.09382326807613 36.25403088118497, 37.09530483084344 36.25403088118497, 37.09530483084344 36.25551243655838, 37.09382326807613 36.25551243655838, 37.09382326807613 36.25403088118497))",alep_37.094564049459784_36.254771658871675.jpg,0,alep_5106.jpg,train,0,0
POINT (37.09604561222709 36.25477165887168),"POLYGON ((37.09530483084344 36.25403088118497, 37.09678639361075 36.25403088118497, 37.09678639361075 36.25551243655838, 37.09530483084344 36.25551243655838, 37.09530483084344 36.25403088118497))",alep_37.096045612227094_36.254771658871675.jpg,0,alep_5107.jpg,test,0,0
POINT (37.0975271749944 36.25477165887168),"POLYGON ((37.09678639361075 36.25403088118497, 37.09826795637806 36.25403088118497, 37.09826795637806 36.25551243655838, 37.09678639361075 36.25551243655838, 37.09678639361075 36.25403088118497))",alep_37.097527174994404_36.254771658871675.jpg,0,alep_5108.jpg,train,0,0
POINT (37.09900873776171 36.25477165887168),"POLYGON ((37.09826795637806 36.25403088118497, 37.09974951914537 36.25403088118497, 37.09974951914537 36.25551243655838, 37.09826795637806 36.25551243655838, 37.09826795637806 36.25403088118497))",alep_37.099008737761714_36.254771658871675.jpg,0,alep_5109.jpg,train,0,0
POINT (37.10049030052902 36.25477165887168),"POLYGON ((37.09974951914537 36.25403088118497, 37.10123108191268 36.25403088118497, 37.10123108191268 36.25551243655838, 37.09974951914537 36.25551243655838, 37.09974951914537 36.25403088118497))",alep_37.100490300529025_36.254771658871675.jpg,0,alep_5110.jpg,train,0,0
POINT (37.10197186329633 36.25477165887168),"POLYGON ((37.10123108191268 36.25403088118497, 37.10271264467999 36.25403088118497, 37.10271264467999 36.25551243655838, 37.10123108191268 36.25551243655838, 37.10123108191268 36.25403088118497))",alep_37.101971863296335_36.254771658871675.jpg,0,alep_5111.jpg,train,0,0
POINT (37.10345342606364 36.25477165887168),"POLYGON ((37.10271264467999 36.25403088118497, 37.1041942074473 36.25403088118497, 37.1041942074473 36.25551243655838, 37.10271264467999 36.25551243655838, 37.10271264467999 36.25403088118497))",alep_37.103453426063645_36.254771658871675.jpg,0,alep_5112.jpg,train,0,0
POINT (37.10493498883095 36.25477165887168),"POLYGON ((37.1041942074473 36.25403088118497, 37.10567577021461 36.25403088118497, 37.10567577021461 36.25551243655838, 37.1041942074473 36.25551243655838, 37.1041942074473 36.25403088118497))",alep_37.104934988830955_36.254771658871675.jpg,0,alep_5113.jpg,train,0,0
POINT (37.10641655159827 36.25477165887168),"POLYGON ((37.10567577021461 36.25403088118497, 37.10715733298192 36.25403088118497, 37.10715733298192 36.25551243655838, 37.10567577021461 36.25551243655838, 37.10567577021461 36.25403088118497))",alep_37.106416551598265_36.254771658871675.jpg,0,alep_5114.jpg,test,0,0
POINT (37.10789811436558 36.25477165887168),"POLYGON ((37.10715733298192 36.25403088118497, 37.10863889574923 36.25403088118497, 37.10863889574923 36.25551243655838, 37.10715733298192 36.25551243655838, 37.10715733298192 36.25403088118497))",alep_37.107898114365575_36.254771658871675.jpg,0,alep_5115.jpg,train,0,0
POINT (37.10937967713289 36.25477165887168),"POLYGON ((37.10863889574923 36.25403088118497, 37.11012045851654 36.25403088118497, 37.11012045851654 36.25551243655838, 37.10863889574923 36.25551243655838, 37.10863889574923 36.25403088118497))",alep_37.109379677132885_36.254771658871675.jpg,0,alep_5116.jpg,train,0,0
POINT (37.1108612399002 36.25477165887168),"POLYGON ((37.11012045851654 36.25403088118497, 37.11160202128385 36.25403088118497, 37.11160202128385 36.25551243655838, 37.11012045851654 36.25551243655838, 37.11012045851654 36.25403088118497))",alep_37.110861239900196_36.254771658871675.jpg,0,alep_5117.jpg,train,0,0
POINT (37.11234280266751 36.25477165887168),"POLYGON ((37.11160202128385 36.25403088118497, 37.11308358405116 36.25403088118497, 37.11308358405116 36.25551243655838, 37.11160202128385 36.25551243655838, 37.11160202128385 36.25403088118497))",alep_37.112342802667506_36.254771658871675.jpg,0,alep_5118.jpg,train,0,0
POINT (37.11382436543482 36.25477165887168),"POLYGON ((37.11308358405116 36.25403088118497, 37.11456514681847 36.25403088118497, 37.11456514681847 36.25551243655838, 37.11308358405116 36.25551243655838, 37.11308358405116 36.25403088118497))",alep_37.113824365434816_36.254771658871675.jpg,0,alep_5119.jpg,test,0,0
POINT (37.11530592820213 36.25477165887168),"POLYGON ((37.11456514681847 36.25403088118497, 37.11604670958578 36.25403088118497, 37.11604670958578 36.25551243655838, 37.11456514681847 36.25551243655838, 37.11456514681847 36.25403088118497))",alep_37.115305928202126_36.254771658871675.jpg,0,alep_5120.jpg,train,0,0
POINT (37.11678749096944 36.25477165887168),"POLYGON ((37.11604670958578 36.25403088118497, 37.11752827235309 36.25403088118497, 37.11752827235309 36.25551243655838, 37.11604670958578 36.25551243655838, 37.11604670958578 36.25403088118497))",alep_37.116787490969436_36.254771658871675.jpg,0,alep_5121.jpg,train,0,0
POINT (37.11826905373675 36.25477165887168),"POLYGON ((37.11752827235309 36.25403088118497, 37.1190098351204 36.25403088118497, 37.1190098351204 36.25551243655838, 37.11752827235309 36.25551243655838, 37.11752827235309 36.25403088118497))",alep_37.118269053736746_36.254771658871675.jpg,1,alep_5122.jpg,test,0,0
POINT (37.11975061650406 36.25477165887168),"POLYGON ((37.1190098351204 36.25403088118497, 37.12049139788771 36.25403088118497, 37.12049139788771 36.25551243655838, 37.1190098351204 36.25551243655838, 37.1190098351204 36.25403088118497))",alep_37.11975061650406_36.254771658871675.jpg,1,alep_5123.jpg,train,0,0
POINT (37.12123217927137 36.25477165887168),"POLYGON ((37.12049139788771 36.25403088118497, 37.12197296065502 36.25403088118497, 37.12197296065502 36.25551243655838, 37.12049139788771 36.25551243655838, 37.12049139788771 36.25403088118497))",alep_37.12123217927137_36.254771658871675.jpg,0,alep_5124.jpg,train,0,0
POINT (37.12271374203868 36.25477165887168),"POLYGON ((37.12197296065502 36.25403088118497, 37.12345452342233 36.25403088118497, 37.12345452342233 36.25551243655838, 37.12197296065502 36.25551243655838, 37.12197296065502 36.25403088118497))",alep_37.12271374203868_36.254771658871675.jpg,0,alep_5125.jpg,train,0,0
POINT (37.12419530480599 36.25477165887168),"POLYGON ((37.12345452342233 36.25403088118497, 37.12493608618964 36.25403088118497, 37.12493608618964 36.25551243655838, 37.12345452342233 36.25551243655838, 37.12345452342233 36.25403088118497))",alep_37.12419530480599_36.254771658871675.jpg,0,alep_5126.jpg,train,0,0
POINT (37.1256768675733 36.25477165887168),"POLYGON ((37.12493608618964 36.25403088118497, 37.12641764895695 36.25403088118497, 37.12641764895695 36.25551243655838, 37.12493608618964 36.25551243655838, 37.12493608618964 36.25403088118497))",alep_37.1256768675733_36.254771658871675.jpg,1,alep_5127.jpg,test,0,0
POINT (37.12715843034061 36.25477165887168),"POLYGON ((37.12641764895695 36.25403088118497, 37.12789921172426 36.25403088118497, 37.12789921172426 36.25551243655838, 37.12641764895695 36.25551243655838, 37.12641764895695 36.25403088118497))",alep_37.12715843034061_36.254771658871675.jpg,0,alep_5128.jpg,train,0,0
POINT (37.12863999310792 36.25477165887168),"POLYGON ((37.12789921172426 36.25403088118497, 37.12938077449157 36.25403088118497, 37.12938077449157 36.25551243655838, 37.12789921172426 36.25551243655838, 37.12789921172426 36.25403088118497))",alep_37.12863999310792_36.254771658871675.jpg,1,alep_5129.jpg,train,0,0
POINT (37.13012155587523 36.25477165887168),"POLYGON ((37.12938077449157 36.25403088118497, 37.13086233725888 36.25403088118497, 37.13086233725888 36.25551243655838, 37.12938077449157 36.25551243655838, 37.12938077449157 36.25403088118497))",alep_37.13012155587523_36.254771658871675.jpg,0,alep_5130.jpg,train,0,0
POINT (37.13160311864254 36.25477165887168),"POLYGON ((37.13086233725888 36.25403088118497, 37.13234390002619 36.25403088118497, 37.13234390002619 36.25551243655838, 37.13086233725888 36.25551243655838, 37.13086233725888 36.25403088118497))",alep_37.13160311864254_36.254771658871675.jpg,0,alep_5131.jpg,train,0,0
POINT (37.13308468140985 36.25477165887168),"POLYGON ((37.13234390002619 36.25403088118497, 37.1338254627935 36.25403088118497, 37.1338254627935 36.25551243655838, 37.13234390002619 36.25551243655838, 37.13234390002619 36.25403088118497))",alep_37.13308468140985_36.254771658871675.jpg,0,alep_5132.jpg,test,0,0
POINT (37.13456624417716 36.25477165887168),"POLYGON ((37.1338254627935 36.25403088118497, 37.13530702556081 36.25403088118497, 37.13530702556081 36.25551243655838, 37.1338254627935 36.25551243655838, 37.1338254627935 36.25403088118497))",alep_37.13456624417716_36.254771658871675.jpg,0,alep_5133.jpg,test,0,0
POINT (37.13604780694447 36.25477165887168),"POLYGON ((37.13530702556081 36.25403088118497, 37.13678858832812 36.25403088118497, 37.13678858832812 36.25551243655838, 37.13530702556081 36.25551243655838, 37.13530702556081 36.25403088118497))",alep_37.13604780694447_36.254771658871675.jpg,0,alep_5134.jpg,train,0,0
POINT (37.13752936971178 36.25477165887168),"POLYGON ((37.13678858832812 36.25403088118497, 37.13827015109543 36.25403088118497, 37.13827015109543 36.25551243655838, 37.13678858832812 36.25551243655838, 37.13678858832812 36.25403088118497))",alep_37.13752936971178_36.254771658871675.jpg,0,alep_5135.jpg,train,0,0
POINT (37.13901093247909 36.25477165887168),"POLYGON ((37.13827015109543 36.25403088118497, 37.13975171386274 36.25403088118497, 37.13975171386274 36.25551243655838, 37.13827015109543 36.25551243655838, 37.13827015109543 36.25403088118497))",alep_37.13901093247909_36.254771658871675.jpg,0,alep_5136.jpg,train,0,0
POINT (37.1404924952464 36.25477165887168),"POLYGON ((37.13975171386274 36.25403088118497, 37.14123327663005 36.25403088118497, 37.14123327663005 36.25551243655838, 37.13975171386274 36.25551243655838, 37.13975171386274 36.25403088118497))",alep_37.1404924952464_36.254771658871675.jpg,0,alep_5137.jpg,test,0,0
POINT (37.14197405801371 36.25477165887168),"POLYGON ((37.14123327663005 36.25403088118497, 37.14271483939736 36.25403088118497, 37.14271483939736 36.25551243655838, 37.14123327663005 36.25551243655838, 37.14123327663005 36.25403088118497))",alep_37.14197405801371_36.254771658871675.jpg,0,alep_5138.jpg,train,0,0
POINT (37.14345562078102 36.25477165887168),"POLYGON ((37.14271483939736 36.25403088118497, 37.14419640216467 36.25403088118497, 37.14419640216467 36.25551243655838, 37.14271483939736 36.25551243655838, 37.14271483939736 36.25403088118497))",alep_37.14345562078102_36.254771658871675.jpg,0,alep_5139.jpg,train,0,0
POINT (37.14493718354833 36.25477165887168),"POLYGON ((37.14419640216467 36.25403088118497, 37.14567796493198 36.25403088118497, 37.14567796493198 36.25551243655838, 37.14419640216467 36.25551243655838, 37.14419640216467 36.25403088118497))",alep_37.14493718354833_36.254771658871675.jpg,0,alep_5140.jpg,train,0,0
POINT (37.14641874631564 36.25477165887168),"POLYGON ((37.14567796493198 36.25403088118497, 37.14715952769929 36.25403088118497, 37.14715952769929 36.25551243655838, 37.14567796493198 36.25551243655838, 37.14567796493198 36.25403088118497))",alep_37.14641874631564_36.254771658871675.jpg,0,alep_5141.jpg,test,0,0
POINT (37.14790030908295 36.25477165887168),"POLYGON ((37.14715952769929 36.25403088118497, 37.1486410904666 36.25403088118497, 37.1486410904666 36.25551243655838, 37.14715952769929 36.25551243655838, 37.14715952769929 36.25403088118497))",alep_37.14790030908295_36.254771658871675.jpg,0,alep_5142.jpg,train,0,0
POINT (37.14938187185026 36.25477165887168),"POLYGON ((37.1486410904666 36.25403088118497, 37.15012265323391 36.25403088118497, 37.15012265323391 36.25551243655838, 37.1486410904666 36.25551243655838, 37.1486410904666 36.25403088118497))",alep_37.14938187185026_36.254771658871675.jpg,0,alep_5143.jpg,train,0,0
POINT (37.15086343461757 36.25477165887168),"POLYGON ((37.15012265323391 36.25403088118497, 37.15160421600122 36.25403088118497, 37.15160421600122 36.25551243655838, 37.15012265323391 36.25551243655838, 37.15012265323391 36.25403088118497))",alep_37.15086343461757_36.254771658871675.jpg,0,alep_5144.jpg,train,0,0
POINT (37.15234499738488 36.25477165887168),"POLYGON ((37.15160421600122 36.25403088118497, 37.15308577876853 36.25403088118497, 37.15308577876853 36.25551243655838, 37.15160421600122 36.25551243655838, 37.15160421600122 36.25403088118497))",alep_37.15234499738488_36.254771658871675.jpg,0,alep_5145.jpg,train,0,0
POINT (37.15382656015219 36.25477165887168),"POLYGON ((37.15308577876853 36.25403088118497, 37.15456734153585 36.25403088118497, 37.15456734153585 36.25551243655838, 37.15308577876853 36.25551243655838, 37.15308577876853 36.25403088118497))",alep_37.15382656015219_36.254771658871675.jpg,0,alep_5146.jpg,train,0,0
POINT (37.1553081229195 36.25477165887168),"POLYGON ((37.15456734153585 36.25403088118497, 37.15604890430316 36.25403088118497, 37.15604890430316 36.25551243655838, 37.15456734153585 36.25551243655838, 37.15456734153585 36.25403088118497))",alep_37.1553081229195_36.254771658871675.jpg,0,alep_5147.jpg,train,0,0
POINT (37.15678968568681 36.25477165887168),"POLYGON ((37.15604890430316 36.25403088118497, 37.15753046707047 36.25403088118497, 37.15753046707047 36.25551243655838, 37.15604890430316 36.25551243655838, 37.15604890430316 36.25403088118497))",alep_37.15678968568681_36.254771658871675.jpg,0,alep_5148.jpg,train,0,0
POINT (37.15827124845412 36.25477165887168),"POLYGON ((37.15753046707047 36.25403088118497, 37.15901202983778 36.25403088118497, 37.15901202983778 36.25551243655838, 37.15753046707047 36.25551243655838, 37.15753046707047 36.25403088118497))",alep_37.15827124845412_36.254771658871675.jpg,0,alep_5149.jpg,test,0,0
POINT (37.15975281122143 36.25477165887168),"POLYGON ((37.15901202983778 36.25403088118497, 37.16049359260509 36.25403088118497, 37.16049359260509 36.25551243655838, 37.15901202983778 36.25551243655838, 37.15901202983778 36.25403088118497))",alep_37.15975281122143_36.254771658871675.jpg,1,alep_5150.jpg,train,0,0
POINT (37.16123437398874 36.25477165887168),"POLYGON ((37.16049359260509 36.25403088118497, 37.1619751553724 36.25403088118497, 37.1619751553724 36.25551243655838, 37.16049359260509 36.25551243655838, 37.16049359260509 36.25403088118497))",alep_37.16123437398874_36.254771658871675.jpg,0,alep_5151.jpg,test,0,0
POINT (37.16271593675605 36.25477165887168),"POLYGON ((37.1619751553724 36.25403088118497, 37.16345671813971 36.25403088118497, 37.16345671813971 36.25551243655838, 37.1619751553724 36.25551243655838, 37.1619751553724 36.25403088118497))",alep_37.16271593675605_36.254771658871675.jpg,0,alep_5152.jpg,train,0,0
POINT (37.16419749952336 36.25477165887168),"POLYGON ((37.16345671813971 36.25403088118497, 37.16493828090702 36.25403088118497, 37.16493828090702 36.25551243655838, 37.16345671813971 36.25551243655838, 37.16345671813971 36.25403088118497))",alep_37.16419749952336_36.254771658871675.jpg,0,alep_5153.jpg,train,0,0
POINT (37.16567906229067 36.25477165887168),"POLYGON ((37.16493828090702 36.25403088118497, 37.16641984367433 36.25403088118497, 37.16641984367433 36.25551243655838, 37.16493828090702 36.25551243655838, 37.16493828090702 36.25403088118497))",alep_37.16567906229067_36.254771658871675.jpg,0,alep_5154.jpg,train,0,0
POINT (37.16716062505798 36.25477165887168),"POLYGON ((37.16641984367433 36.25403088118497, 37.16790140644164 36.25403088118497, 37.16790140644164 36.25551243655838, 37.16641984367433 36.25551243655838, 37.16641984367433 36.25403088118497))",alep_37.16716062505798_36.254771658871675.jpg,0,alep_5155.jpg,train,0,0
POINT (37.16864218782529 36.25477165887168),"POLYGON ((37.16790140644164 36.25403088118497, 37.16938296920895 36.25403088118497, 37.16938296920895 36.25551243655838, 37.16790140644164 36.25551243655838, 37.16790140644164 36.25403088118497))",alep_37.16864218782529_36.254771658871675.jpg,0,alep_5156.jpg,test,1,0
POINT (37.1701237505926 36.25477165887168),"POLYGON ((37.16938296920895 36.25403088118497, 37.17086453197626 36.25403088118497, 37.17086453197626 36.25551243655838, 37.16938296920895 36.25551243655838, 37.16938296920895 36.25403088118497))",alep_37.1701237505926_36.254771658871675.jpg,0,alep_5157.jpg,train,0,0
POINT (37.17160531335991 36.25477165887168),"POLYGON ((37.17086453197626 36.25403088118497, 37.17234609474357 36.25403088118497, 37.17234609474357 36.25551243655838, 37.17086453197626 36.25551243655838, 37.17086453197626 36.25403088118497))",alep_37.17160531335991_36.254771658871675.jpg,0,alep_5158.jpg,train,0,0
POINT (37.17308687612722 36.25477165887168),"POLYGON ((37.17234609474357 36.25403088118497, 37.17382765751088 36.25403088118497, 37.17382765751088 36.25551243655838, 37.17234609474357 36.25551243655838, 37.17234609474357 36.25403088118497))",alep_37.17308687612722_36.254771658871675.jpg,0,alep_5159.jpg,test,0,0
POINT (37.17456843889453 36.25477165887168),"POLYGON ((37.17382765751088 36.25403088118497, 37.17530922027819 36.25403088118497, 37.17530922027819 36.25551243655838, 37.17382765751088 36.25551243655838, 37.17382765751088 36.25403088118497))",alep_37.17456843889453_36.254771658871675.jpg,0,alep_5160.jpg,train,0,0
POINT (37.17605000166184 36.25477165887168),"POLYGON ((37.17530922027819 36.25403088118497, 37.1767907830455 36.25403088118497, 37.1767907830455 36.25551243655838, 37.17530922027819 36.25551243655838, 37.17530922027819 36.25403088118497))",alep_37.17605000166184_36.254771658871675.jpg,0,alep_5161.jpg,test,0,0
POINT (37.17753156442915 36.25477165887168),"POLYGON ((37.1767907830455 36.25403088118497, 37.17827234581281 36.25403088118497, 37.17827234581281 36.25551243655838, 37.1767907830455 36.25551243655838, 37.1767907830455 36.25403088118497))",alep_37.17753156442915_36.254771658871675.jpg,1,alep_5162.jpg,train,0,0
POINT (37.17901312719646 36.25477165887168),"POLYGON ((37.17827234581281 36.25403088118497, 37.17975390858012 36.25403088118497, 37.17975390858012 36.25551243655838, 37.17827234581281 36.25551243655838, 37.17827234581281 36.25403088118497))",alep_37.17901312719646_36.254771658871675.jpg,0,alep_5163.jpg,train,0,0
POINT (37.18049468996377 36.25477165887168),"POLYGON ((37.17975390858012 36.25403088118497, 37.18123547134743 36.25403088118497, 37.18123547134743 36.25551243655838, 37.17975390858012 36.25551243655838, 37.17975390858012 36.25403088118497))",alep_37.18049468996377_36.254771658871675.jpg,0,alep_5164.jpg,test,0,0
POINT (37.18197625273108 36.25477165887168),"POLYGON ((37.18123547134743 36.25403088118497, 37.18271703411474 36.25403088118497, 37.18271703411474 36.25551243655838, 37.18123547134743 36.25551243655838, 37.18123547134743 36.25403088118497))",alep_37.18197625273108_36.254771658871675.jpg,0,alep_5165.jpg,train,0,0
POINT (37.18345781549839 36.25477165887168),"POLYGON ((37.18271703411474 36.25403088118497, 37.18419859688205 36.25403088118497, 37.18419859688205 36.25551243655838, 37.18271703411474 36.25551243655838, 37.18271703411474 36.25403088118497))",alep_37.18345781549839_36.254771658871675.jpg,0,alep_5166.jpg,test,0,0
POINT (37.1849393782657 36.25477165887168),"POLYGON ((37.18419859688205 36.25403088118497, 37.18568015964936 36.25403088118497, 37.18568015964936 36.25551243655838, 37.18419859688205 36.25551243655838, 37.18419859688205 36.25403088118497))",alep_37.1849393782657_36.254771658871675.jpg,0,alep_5167.jpg,test,0,0
POINT (37.18642094103301 36.25477165887168),"POLYGON ((37.18568015964936 36.25403088118497, 37.18716172241667 36.25403088118497, 37.18716172241667 36.25551243655838, 37.18568015964936 36.25551243655838, 37.18568015964936 36.25403088118497))",alep_37.18642094103301_36.254771658871675.jpg,1,alep_5168.jpg,test,1,1
POINT (37.18790250380032 36.25477165887168),"POLYGON ((37.18716172241667 36.25403088118497, 37.18864328518398 36.25403088118497, 37.18864328518398 36.25551243655838, 37.18716172241667 36.25551243655838, 37.18716172241667 36.25403088118497))",alep_37.18790250380032_36.254771658871675.jpg,1,alep_5169.jpg,train,1,1
POINT (37.18938406656763 36.25477165887168),"POLYGON ((37.18864328518398 36.25403088118497, 37.19012484795129 36.25403088118497, 37.19012484795129 36.25551243655838, 37.18864328518398 36.25551243655838, 37.18864328518398 36.25403088118497))",alep_37.189384066567634_36.254771658871675.jpg,0,alep_5170.jpg,train,0,0
POINT (37.19086562933494 36.25477165887168),"POLYGON ((37.19012484795129 36.25403088118497, 37.1916064107186 36.25403088118497, 37.1916064107186 36.25551243655838, 37.19012484795129 36.25551243655838, 37.19012484795129 36.25403088118497))",alep_37.190865629334944_36.254771658871675.jpg,0,alep_5171.jpg,train,1,0
POINT (37.19234719210225 36.25477165887168),"POLYGON ((37.1916064107186 36.25403088118497, 37.19308797348591 36.25403088118497, 37.19308797348591 36.25551243655838, 37.1916064107186 36.25551243655838, 37.1916064107186 36.25403088118497))",alep_37.192347192102254_36.254771658871675.jpg,0,alep_5172.jpg,test,0,0
